taxid	lineage	name	rank	SRR5803943	SRR5803944	SRR5803945	SRR5803946	SRR5803949	SRR5803950	SRR5803951	SRR5803952	SRR5803953	SRR5803954	SRR5803955	SRR5803956	SRR5803957	SRR5803958	SRR5803959	SRR5803960	SRR5803961	SRR5803962	SRR5803963	SRR5803964	SRR5803965	SRR5803966	SRR5803967	SRR5803968	SRR5803969	SRR5803970	SRR5803971	SRR5803972	SRR5803973	SRR5803984	SRR5803985	SRR5803986	SRR5803997	SRR5803998	SRR5803999	SRR5804000	SRR5804001	SRR5804002	SRR5804003	SRR5804004	SRR5804005	SRR5804006	SRR5804007	SRR5804008	SRR5804009	SRR5804010	SRR5804011	SRR5804012
3625	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;	Blastocatellales	order	2	1	0	1	2	0	0	1	1	0	0	0	3	1	0	0	0	3	0	1	2	0	3	2	1	0	1	0	1	3	1	0	1	0	1	3	1	3	2	1	1	1	1	0	0	1	5	0
-3626	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;unclassified_Blastocatellales;;	unclassified_Blastocatellales		2	1	0	1	2	0	0	0	0	0	0	0	3	1	0	0	0	2	0	1	1	0	3	2	1	0	0	0	0	2	1	0	1	0	1	3	1	3	1	1	1	1	0	0	0	1	4	0
3645	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellales_incertae_sedis;family;	Blastocatellales_incertae_sedis	family	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
3646	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellales_incertae_sedis;family;Chloracidobacterium;genus;	Chloracidobacterium	genus	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2210	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp4;class;	Acidobacteria_Gp4	class	1	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0
2211	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp4;class;Gp4;genus;	Gp4	genus	1	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0
3636	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Thermoanaerobaculia;class;	Thermoanaerobaculia	class	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3637	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Thermoanaerobaculia;class;Thermoanaerobaculales;order;	Thermoanaerobaculales	order	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3638	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Thermoanaerobaculia;class;Thermoanaerobaculales;order;Thermoanaerobaculaceae;family;	Thermoanaerobaculaceae	family	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3639	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Thermoanaerobaculia;class;Thermoanaerobaculales;order;Thermoanaerobaculaceae;family;Thermoanaerobaculum;genus;	Thermoanaerobaculum	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2214	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp6;class;	Acidobacteria_Gp6	class	0	1	0	0	2	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0
2215	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp6;class;Gp6;genus;	Gp6	genus	0	1	0	0	2	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0
2208	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp3;class;	Acidobacteria_Gp3	class	0	0	0	0	1	3	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	2	0	0	0	1	1	0	2	0	0	0	2	3	0	1	0	1	1	0	0	0
3101	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp3;class;Paludibaculum;genus;	Paludibaculum	genus	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	2	0	1	0	1	0	0	0	0
2209	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp3;class;Gp3;genus;	Gp3	genus	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
2206	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp2;class;	Acidobacteria_Gp2	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2207	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp2;class;Gp2;genus;	Gp2	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
-2196	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;unclassified_Acidobacteria;;	unclassified_Acidobacteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
422	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;	Bacteroidetes	phylum	430	1464	87	491	830	691	776	105	365	90	1477	116	297	289	213	191	75	205	212	136	855	247	211	454	124	332	263	432	371	1487	1038	94	1240	55	140	1278	207	569	426	278	149	192	218	103	198	222	545	141
423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;	Bacteroidia	class	167	1362	58	205	215	253	131	31	287	10	275	17	82	44	20	122	50	32	22	41	192	121	74	122	31	111	75	46	55	176	888	46	804	15	60	24	17	113	49	39	87	92	134	7	6	66	123	27
424	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;	Bacteroidales	order	167	1362	58	205	215	253	131	31	287	10	275	17	82	44	20	122	50	32	22	41	192	121	74	122	31	111	75	46	55	176	888	46	804	15	60	24	17	113	49	39	87	92	134	7	6	66	123	27
3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;	Paludibacteraceae	family	153	1314	47	156	14	71	66	4	243	2	210	1	29	4	11	37	42	4	1	4	13	82	64	41	15	55	61	18	9	86	803	1	688	10	5	5	8	36	9	5	10	25	2	1	2	8	10	2
442	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;Paludibacter;genus;	Paludibacter	genus	153	1314	47	156	14	71	66	4	243	2	210	1	29	4	11	37	42	4	1	4	13	82	64	41	15	55	61	18	9	86	803	1	688	10	5	5	8	36	9	5	10	25	2	1	2	8	10	2
2997	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;	Prolixibacteraceae	family	10	42	3	30	64	52	0	4	9	3	20	4	8	5	1	4	0	1	0	3	13	5	0	11	3	9	2	2	5	35	63	7	68	2	5	2	1	10	9	4	1	11	1	0	1	4	3	3
2827	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Sunxiuqinia;genus;	Sunxiuqinia	genus	3	5	1	4	0	2	0	1	0	0	5	4	2	0	0	0	0	0	0	0	2	0	0	3	2	0	0	1	1	1	9	0	0	0	1	0	0	1	2	2	0	0	0	0	1	0	1	0
3705	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Roseimarinus;genus;	Roseimarinus	genus	1	0	0	0	0	0	0	0	0	0	5	0	0	3	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	1	0	0	0	2	0
-2998	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;unclassified_Prolixibacteraceae;;	unclassified_Prolixibacteraceae		6	36	1	24	51	45	0	1	7	3	7	0	5	2	0	3	0	0	0	1	3	4	0	4	1	7	2	1	2	30	54	6	66	2	4	0	1	7	2	2	1	11	0	0	0	4	0	3
4300	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Maribellus;genus;	Maribellus	genus	0	1	1	1	1	4	0	2	1	0	3	0	1	0	0	0	0	1	0	2	0	1	0	4	0	0	0	0	2	4	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
2999	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Mariniphaga;genus;	Mariniphaga	genus	0	0	0	1	12	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3709	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Lentimicrobiaceae;family;	Lentimicrobiaceae	family	1	2	1	8	10	26	20	4	12	0	10	5	17	8	0	22	4	11	3	7	9	17	2	28	1	17	2	15	1	21	8	19	13	3	26	6	4	22	6	6	0	16	0	2	0	23	5	13
3710	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Lentimicrobiaceae;family;Lentimicrobium;genus;	Lentimicrobium	genus	1	2	1	8	10	26	20	4	12	0	10	5	17	8	0	22	4	11	3	7	9	17	2	28	1	17	2	15	1	21	8	19	13	3	26	6	4	22	6	6	0	16	0	2	0	23	5	13
-425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;unclassified_Bacteroidales;;	unclassified_Bacteroidales		3	4	6	10	10	86	42	18	21	2	33	7	28	25	7	58	4	15	5	26	114	15	8	42	4	25	9	10	21	32	14	19	29	0	22	11	4	31	20	20	6	31	10	4	2	29	21	9
436	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;	Porphyromonadaceae	family	0	0	1	1	0	3	3	1	1	0	0	0	0	1	1	1	0	1	12	0	34	2	0	0	6	5	1	1	12	0	0	0	6	0	2	0	0	14	5	3	70	9	120	0	1	2	84	0
3142	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Macellibacteroides;genus;	Macellibacteroides	genus	0	0	1	1	0	1	2	1	1	0	0	0	0	1	1	1	0	1	10	0	22	1	0	0	5	3	1	0	10	0	0	0	4	0	2	0	0	9	5	2	52	8	90	0	1	2	63	0
-437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;unclassified_Porphyromonadaceae;;	unclassified_Porphyromonadaceae		0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	12	1	0	0	1	2	0	1	2	0	0	0	2	0	0	0	0	5	0	1	18	1	30	0	0	0	21	0
448	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;	Prevotellaceae	family	0	0	0	0	76	15	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotella;genus;	Prevotella	genus	0	0	0	0	76	15	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;	Bacteroidaceae	family	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Anaerorhabdus;genus;	Anaerorhabdus	genus	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Bacteroides;genus;	Bacteroides	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;	Rikenellaceae	family	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	8	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
-454	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;unclassified_Rikenellaceae;;	unclassified_Rikenellaceae		0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	8	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
3711	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;	Chitinophagia	class	117	65	16	168	242	121	570	33	33	3	928	76	168	140	173	27	9	67	110	72	322	59	60	282	37	145	49	272	114	1249	46	13	157	21	41	907	144	254	191	143	38	36	29	60	136	77	169	52
3712	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;	Chitinophagales	order	117	65	16	168	242	121	570	33	33	3	928	76	168	140	173	27	9	67	110	72	322	59	60	282	37	145	49	272	114	1249	46	13	157	21	41	907	144	254	191	143	38	36	29	60	136	77	169	52
567	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;	Chitinophagaceae	family	117	65	16	168	242	121	570	33	33	3	928	76	168	140	173	27	9	67	110	72	322	59	60	282	37	145	49	272	114	1249	46	13	157	21	41	906	144	254	191	143	38	36	29	60	135	77	169	52
581	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Sediminibacterium;genus;	Sediminibacterium	genus	81	55	3	17	32	36	442	30	21	3	892	69	153	125	66	19	5	61	97	49	264	43	44	246	33	82	19	216	89	870	37	5	70	18	12	98	83	160	120	41	16	23	14	43	81	11	114	44
580	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Parasegetibacter;genus;	Parasegetibacter	genus	4	1	0	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	2	0	1	20	1	0	1	2	0	0	1	0	0	0	1	0
577	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Lacibacter;genus;	Lacibacter	genus	16	0	2	74	24	27	4	0	2	0	5	1	2	3	1	2	1	0	8	0	15	1	2	6	4	10	7	6	11	37	1	1	4	0	2	476	11	10	23	23	0	1	6	1	7	4	9	0
583	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Terrimonas;genus;	Terrimonas	genus	3	1	8	18	30	24	113	1	5	0	2	3	3	1	89	4	1	0	0	2	3	5	5	5	0	22	5	7	5	211	2	2	41	0	3	89	11	17	5	1	3	5	1	1	4	3	2	1
576	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Hydrotalea;genus;	Hydrotalea	genus	1	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	2	0	1	1	1	0	0	0	1	0	1	1
570	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Ferruginibacter;genus;	Ferruginibacter	genus	1	0	1	3	2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	4	1	3	0	4	0	0	4	0	1	0	1	23	1	0	0	2	3	1	4	44	0	0
573	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Flavisolibacter;genus;	Flavisolibacter	genus	2	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	3	3	2	0	3	0	0	1	0	0	0	0	1	2
-568	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;unclassified_Chitinophagaceae;;	unclassified_Chitinophagaceae		9	6	2	53	149	22	8	2	2	0	26	2	8	11	14	2	1	6	3	20	36	9	6	22	0	23	17	36	8	124	4	5	32	3	18	196	33	39	36	75	18	4	4	14	38	15	41	4
3719	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Panacibacter;genus;	Panacibacter	genus	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0
574	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Flavitalea;genus;	Flavitalea	genus	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0
4282	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Paracnuella;genus;	Paracnuella	genus	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3153	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Taibaiella;genus;	Taibaiella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4351	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Rurimicrobium;genus;	Rurimicrobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
578	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Niabella;genus;	Niabella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
-3713	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;unclassified_Chitinophagales;;	unclassified_Chitinophagales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
458	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;	Flavobacteriia	class	17	6	2	48	171	154	11	5	8	57	21	11	13	6	5	2	3	83	3	3	17	10	30	22	9	25	7	50	27	10	63	3	154	3	6	113	7	12	14	4	4	10	5	18	1	17	10	33
459	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;	Flavobacteriales	order	17	6	2	48	171	154	11	5	8	57	21	11	13	6	5	2	3	83	3	3	17	10	30	22	9	25	7	50	27	10	63	3	154	3	6	113	7	12	14	4	4	10	5	18	1	17	10	33
4040	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;	Weeksellaceae	family	5	0	0	1	64	92	0	0	0	55	6	1	0	0	1	0	0	0	0	0	0	1	17	4	1	1	0	4	2	0	58	0	43	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1
481	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Chryseobacterium;genus;	Chryseobacterium	genus	3	0	0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	0	0	4	1	0	0	0	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
482	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Cloacibacterium;genus;	Cloacibacterium	genus	2	0	0	0	63	88	0	0	0	54	6	1	0	0	1	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	58	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0
462	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;	Cryomorphaceae	family	1	0	0	2	2	4	0	1	0	1	14	2	0	4	0	0	0	0	0	1	5	3	0	0	0	0	0	0	1	5	1	1	0	0	0	3	2	2	1	0	0	0	0	0	0	1	1	1
465	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;Cryomorpha;genus;	Cryomorpha	genus	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	1	1
466	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;Fluviicola;genus;	Fluviicola	genus	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;Crocinitomix;genus;	Crocinitomix	genus	0	0	0	0	1	0	0	1	0	0	0	1	0	4	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
-463	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;unclassified_Cryomorphaceae;;	unclassified_Cryomorphaceae		0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;	Flavobacteriaceae	family	10	6	2	44	104	56	10	3	7	0	0	7	12	1	4	1	3	83	3	2	11	4	12	16	8	21	6	44	23	4	4	2	110	3	4	105	4	8	11	3	4	10	5	18	1	16	8	31
496	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Flavobacterium;genus;	Flavobacterium	genus	10	6	2	44	104	56	10	3	7	0	0	7	12	1	4	1	3	83	3	2	11	4	12	16	8	21	6	44	23	4	4	2	110	3	4	105	4	8	11	3	4	10	5	18	1	16	8	31
3054	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Schleiferiaceae;family;	Schleiferiaceae	family	1	0	0	1	1	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	2	1	2	0	3	1	2	1	1	0	0	1	0	1	4	1	0	2	1	0	0	0	0	0	0	0	0
3055	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Schleiferiaceae;family;Schleiferia;genus;	Schleiferia	genus	1	0	0	1	1	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	2	1	2	0	3	1	2	1	1	0	0	1	0	1	4	1	0	2	1	0	0	0	0	0	0	0	0
2767	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;	Cytophagia	class	18	14	2	5	116	53	2	1	4	0	11	4	0	2	1	1	3	2	3	0	4	4	15	1	0	7	4	14	9	0	4	2	20	0	0	0	1	6	1	0	1	2	1	2	0	2	3	1
2768	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;	Cytophagales	order	18	14	2	5	116	53	2	1	4	0	11	4	0	2	1	1	3	2	3	0	4	4	15	1	0	7	4	14	9	0	4	2	20	0	0	0	1	6	1	0	1	2	1	2	0	2	3	1
595	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;	Cytophagaceae	family	16	0	1	2	9	12	1	0	2	0	9	4	0	0	1	1	0	1	2	0	0	1	15	0	0	3	0	13	6	0	0	1	18	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0
